file_name,file_path,identifier,file_hash,page_image_hash,page,block_idx,type,text,position,confidence,ticket_number,manifest_number,material_type,truck_number,date,vendor_name,vendor_type,matched_term,ticket_valid,manifest_valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Tandem#,"((np.float64(0.2138671875), np.float64(0.2571570728720147)), (np.float64(0.271484375), np.float64(0.2799235972902633)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,14,"((np.float64(0.908203125), np.float64(0.24349715822106555)), (np.float64(0.9365234375), np.float64(0.2753702924066136)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,2,"((np.float64(0.0625), np.float64(0.29358351194121246)), (np.float64(0.078125), np.float64(0.32393887783221065)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,CELL: 214-973-0640 . OFF: 972-780-5263,"((np.float64(0.439453125), np.float64(0.29358351194121246)), (np.float64(0.755859375), np.float64(0.3209033412431108)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Date#,"((np.float64(0.2138671875), np.float64(0.3087611948867116)), (np.float64(0.25390625), np.float64(0.3360810241886099)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,15,"((np.float64(0.908203125), np.float64(0.2996545851194121)), (np.float64(0.935546875), np.float64(0.33152771930496017)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,-31-25,"((np.float64(0.265625), np.float64(0.31027896318126147)), (np.float64(0.3896484375), np.float64(0.35732978031230866)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,DISPATCH: 469-660-6912,"((np.float64(0.5), np.float64(0.31938557294856096)), (np.float64(0.6962890625), np.float64(0.34518763395590935)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,3,"((np.float64(0.064453125), np.float64(0.3497409388395591)), (np.float64(0.076171875), np.float64(0.3800963047305573)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,tarangoofficece@yahoo.com,"((np.float64(0.494140625), np.float64(0.3482231705450092)), (np.float64(0.701171875), np.float64(0.3740252315523576)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,16,"((np.float64(0.9091796875), np.float64(0.3558120120177587)), (np.float64(0.9365234375), np.float64(0.3876851462033068)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Customer,"((np.float64(0.212890625), np.float64(0.3861673779087569)), (np.float64(0.2724609375), np.float64(0.4089339023270055)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Shipped From,"((np.float64(0.49609375), np.float64(0.38464960961420697)), (np.float64(0.5810546875), np.float64(0.4119694389161053)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,4,"((np.float64(0.064453125), np.float64(0.4074161340324556)), (np.float64(0.0771484375), np.float64(0.433218195039804)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,17,"((np.float64(0.9091796875), np.float64(0.4104516706215554)), (np.float64(0.9365234375), np.float64(0.4438425731016534)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,INOAMOOD,"((np.float64(0.2509765625), np.float64(0.4317004267452541)), (np.float64(0.400390625), np.float64(0.483304548759951)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,/ - - Foned ,"((np.float64(0.513671875), np.float64(0.4225938169779547)), (np.float64(0.759765625), np.float64(0.47419793899265156)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,5,"((np.float64(0.064453125), np.float64(0.4620557926362523)), (np.float64(0.076171875), np.float64(0.49089339023270057)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,18,"((np.float64(0.9091796875), np.float64(0.46660909751990204)), (np.float64(0.935546875), np.float64(0.5)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,PO#,"((np.float64(0.2109375), np.float64(0.4848223170545009)), (np.float64(0.244140625), np.float64(0.5136599146509492)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Job#,"((np.float64(0.34375), np.float64(0.48785785364360074)), (np.float64(0.376953125), np.float64(0.5121421463563993)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Shipped To,"((np.float64(0.49609375), np.float64(0.4863400853490508)), (np.float64(0.5654296875), np.float64(0.515177682945499)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,6,"((np.float64(0.064453125), np.float64(0.5182132195345989)), (np.float64(0.0771484375), np.float64(0.5455330488364972)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,23-105 PANG,"((np.float64(0.2158203125), np.float64(0.5045533048836497)), (np.float64(0.333984375), np.float64(0.5409797439528475)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,19,"((np.float64(0.908203125), np.float64(0.5227665244182487)), (np.float64(0.935546875), np.float64(0.5561574268983466)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Start Time StopTime Lunch,"((np.float64(0.212890625), np.float64(0.5470508171310472)), (np.float64(0.4326171875), np.float64(0.5728528781383956)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,WM- Couicuille,"((np.float64(0.5048828125), np.float64(0.5303553658909982)), (np.float64(0.72265625), np.float64(0.5819594879056951)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,7,"((np.float64(0.064453125), np.float64(0.5743706464329454)), (np.float64(0.076171875), np.float64(0.6016904757348438)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Material Hauled,"((np.float64(0.49609375), np.float64(0.5880305610838947)), (np.float64(0.5908203125), np.float64(0.6107970855021433)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,20,"((np.float64(0.908203125), np.float64(0.5789239513165952)), (np.float64(0.935546875), np.float64(0.6107970855021433)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,8,"((np.float64(0.0625), np.float64(0.6274925367421923)), (np.float64(0.078125), np.float64(0.6593656709277403)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,Driver Signature,"((np.float64(0.212890625), np.float64(0.6502590611604409)), (np.float64(0.3095703125), np.float64(0.6745433538732395)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,C,"((np.float64(0.7109375), np.float64(0.648741292865891)), (np.float64(0.728515625), np.float64(0.6745433538732395)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
24-105_2025-05-31_class2_beck_WM_86.pdf,C:\Users\brian.atkins\OneDrive - Lindamood Demolition\24-105 PHMS NPC - Documents\truck tickets\2025-05-31\24-105_2025-05-31_class2_beck_WM_86.pdf,,d729f6f388c28f93ab0df5d989068bd3c0b8436565cd1f497d3d2c657e09e113,c9d252e1b5c5be2eff179c14841704a6540a0142cb79dd4956c8cd9eeaab4772,1,0,printed,21,"((np.float64(0.9091796875), np.float64(0.6350813782149418)), (np.float64(0.935546875), np.float64(0.6669545124004899)))",1.0,587651,14063620,C,25,-31-25,Tarango,Trucking,469-660-6912,valid,valid
