page,vendor_name,ticket_number,ticket_valid,manifest_number,manifest_valid,vendor_type,matched_term,file_name,file_path,page_image_hash,file_hash
15,Tarango,629732,valid,M767307,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,df96b177d86a6b758f1e9c6ef641de96b2acc2df24c29646e47e2470a703951b,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
8,Tarango,630859,valid,148810 - 77,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,0a20358954cad3179f6da33365e39a43b64cbd32364b7119e35b957a1d4dc5f9,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
11,Tarango,627463,valid,14692 669,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,e4d9c0e6b6302b20905817d8991643b73c4a4a33cf81791831a176e5dfb0d7b4,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
9,Tarango,628617,valid,14767317,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,ff0c3a113ee64e8d61219b25c42fe62999154a8e19080029c33f7d934b77e6db,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
1,Tarango,616806,valid,14605888,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,beebe8799da359e92484070510bc890cedd9de12e8e90d514fd59f3ce76f77ca,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
2,Tarango,616809,valid,14767326,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,9b868ded52231a66e3008428f7de9cab20fbb553f5b3de295b5e86db2fd7df39,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
18,Tarango,629896,valid,146826s4,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,8cb447ba43d6454c3cec9d55e1fa11649df69fb3a689af39772da820eeb0d136,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
19,Tarango,630858,valid,14573872,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,9e654368ea3ed53b43ac427b9fcca993c8b25303ca8d46604e07bd43f0e3adb6,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
17,Tarango,628616,valid,147647 -,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,da9b747ea5f5bf2f1ace8d5118b78816d44bc7320d90f5c9229775008b8443a7,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
30,Roadstar,208206,valid,4692679,review,Trucking,469.291.7755,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,462432ad5c051d98375e938b9e091e923095453227c119262ad3bae44d5e26cd,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
20,Tarango,671065,valid,14S7302,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,c2865d40072aaa00eaa2a3709034ea29055165a0190e1b2f615f5cba5ecf30da,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
22,Tarango,630733,valid,1d886988,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,1331154fe34c678bfd62392a0602f613cbaf826946b1bf7267d50a2d8c323318,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
21,Tarango,629834,valid,4767293,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,48cb3f1e06a4a178d7d45de87f8f95914015f33688f2b385cc2ea59a299e4f71,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
23,Tarango,616807,valid,14967286,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,7d2f9d4fec1387a31974a7c0c0a2e724518c40b2345197291f286370397ad6bf,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
27,Roberts,1221104,valid,-,invalid,Trucking,534-6557,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,b739b72ac2051433195f60c23d963e7ccf9f323bd1dd3cdd10a92a533703628b,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
31,Tarango,630846,valid,1/682639,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,1bf1f103d7a4e876cb02b5f79b97022dcdc8e9a5340fb648d4b8292aac5863ff,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
33,Tarango,671964,valid,146816 35,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,ca7e97535e99d48e5e3278e41664d271f509b6467768ca5d991a1279aadc62ba,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
26,Tarango,628615,valid,1488093,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,9a2b35761bbb8ab0aac84771cb992d8e85b19eec493afb69f8637cea34e32462,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
28,Tarango,630857,valid,141632640,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,4cb0be3e495b69a8f132382f146d9172bc96b72f1d4a9531cedca9344f3bae54,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
32,Tarango,629833,valid,14685898,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,fedd3039fe15a6db4873d49efc876596d078e0f0f43e4f04bd2f877eb71e37f9,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
25,Tarango,629493,valid,14680a,invalid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,95ca8e5cfa40df4fedec0c3e6317c5d4dcdd06031ed6f860097fd825bd8f168e,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
24,Tarango,629731,valid,477281,invalid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,2665f1155c5bb2e0d8af5ccecf31befd448dc73728239d1e7a81d9abf2e7f15a,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
29,Tarango,629895,valid,14800982,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,9c87b38343bd8a6cc3d5c31033b87e39cbd70cd5c85d528794ec0478e1c40453,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
34,Tarango,630732,valid,- 71 17,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,f79305af28bbf63f09e50a09ab94d2b59351d718521a4fa7c0a2b9c5d78e2aa7,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
35,Tarango,617291,valid,UE85R9,invalid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,e1e9d12c25fa88cbf2a310e2f9134a70eeb4d687677f56db350e5ab97c052d59,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
36,Tarango,630856,valid,14682626,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,1036b7c6cfa267e70a71b1ffdc47a7b73a3fc3bfbde63764082dc23eb54af994,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
37,Tarango,629730,valid,141682623,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,8ae375339fd52c677120a41cb90f1431fa0857f32ad0dcce665d8764e07c96ca,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
40,Tarango,629894,valid,14685883,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,3b219aaa402446ac70d7df0e9c8b0a3dfcf72270747c32134397b7514d30bdc0,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
39,Tarango,628614,valid,692624,invalid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,2d43d22c0874ee1bfc7ca13e36ae422838716f41794193e939b595f41bcfeb08,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
38,Tarango,629492,valid,14573338,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,0631caa83e173370f32e862a63361cfb3ce12a13bea9bc77dffd6713fb7b8d93,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
43,Tarango,671063,valid,14767458,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,8f2b0ee3fd2a723790e12effff9f502c0b950c37a4cefc21319c310f3aade76b,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
47,Tarango,630855,valid,14675867,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,5c0f091304d4d2a676ee76d472429aabbb0bdaaf2b07155b883d1ff847b7f1e4,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
45,Tarango,630731,valid,1u573823,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,1a24395ad803416114c093755764d681b744821de4350cd91e6dda0c1347c4cd,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
41,Tarango,630847,valid,147672 63,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,061a0f11fc1ba06da46d1230162b368f7d6cfdd6e8a69dfcfa626a3f969b243a,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
48,Tarango,628613,valid,- < - f,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,b70b29ed76de8e33c7ba3a1d9d8dcd2e33c61332e08006137ab98e0663bcc7d2,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
46,Tarango,616805,valid,14767539,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,ec7fd07682beab31abe078ef9bc468a2266cc32d7f73ba287e57570fc5805af5,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
42,Tarango,629832,valid,4767060,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,27b0f3b28eaaa719de47dbe5f8d7b2a4edb3198115064d6d77a95fa5c5567b42,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
44,Tarango,617290,valid,14685869,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,e8b997cfbdbc5ae3664c1e2a6e71f348ffefdaaacd1f1767ae78e5023c2c209e,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
49,Tarango,629893,valid,/4767535,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,280de65b8f3cd3da478f65a80ba0386630418be4fc3f6f982ce5102cffd62f1c,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
50,Tarango,639848,valid,115732/7,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,695d4dd9a2df17d2e1315d47fcef96ba0e39976dbf7b1ba7bd15bbe590741332,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
52,Tarango,629831,valid,14767530,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,396ea373fcdc0f9890bbf169dd10e6c43d2315a54776c2f27d68f3cf972188fc,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
51,Tarango,629729,valid,4573515,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,d6c358ad2afdd233373ce7580a7804bcd9999cad4f8984eddff6c531e6fda9ea,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
53,Tarango,629491,valid,14573812,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,efbaad030897c4df2fe8858cce0c17f7ecd71e104cbfc63efa26f0a9b3429f76,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
54,Tarango,671062,valid,14573808,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,d58374531e23c8458e0357915413548339ed62ad94d53768dec34c1639c28255,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
55,Tarango,630854,valid,14743519,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,8261a223256494a32d20b31e9399254dc754efc4198350ea7f4592e3c0599460,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
56,Tarango,617289,valid,4573801,review,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,56ad10e3d2094a1ca17bc3a10a140df7f63a6952cb7453f873f6602072a6ce9b,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
60,Tarango,629892,valid,14685829,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,fc8bf03ac78e22969f9f250d92fe6ca923c48b9a10653b29609479c7575559f3,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
61,Tarango,630849,valid,14685890,valid,Trucking,469-660-6912,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,4c8dca568c7892a2953b393693ee209aa9b7c3e38faa766730257fab5110a96e,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
65,Roberts,1123945,valid,,invalid,Trucking,534-6557,24-105_2025-06-25_Class2_Podium_WM_412.pdf,C:/Users/brian.atkins/OneDrive - Lindamood Demolition/24-105 PHMS NPC - Documents/truck tickets/2025-06-25/export/24-105_2025-06-25_Class2_Podium_WM_412.pdf,cce155127036d49bb80f38ef0bcc7b50c4e1d8478f947919292722cc59ad4764,c1e78a1d9b20fefac16dfee22902b27a7952a2a1e367da902a7b31ae6f26b596
